p1x	p1y	p2x	p2y	v1x	v1y	v2x	v2y	Energy	Ang_mom	time
-215.40559705439225	-189.20559705439217	-215.39937989574202	-190.0993798957419	-98.38515280472016	-88.38515280472014	-98.3896958803251	-88.38969588032508	0	0	2.63
-216.3894481613656	-190.08944816136554	-216.38332186422747	-190.98332186422735	-98.39415536910953	-88.3941553691095	-98.39863069456197	-88.39863069456194	0	0	2.64
-217.37338930026235	-190.97338930026228	-217.36735250963326	-191.86735250963312	-98.40302367935833	-88.4030236793583	-98.40743230468185	-88.40743230468182	0	0	2.65
-218.35741912844372	-191.85741912844367	-218.35147051032112	-192.75147051032098	-98.41175981621022	-88.41175981621019	-98.4161027739875	-88.41610277398748	0	0	2.66
-219.34153632408007	-192.74153632408002	-219.335674565113	-193.63567456511288	-98.42036582584744	-88.42036582584741	-98.42464413154427	-88.42464413154424	0	0	2.67
-220.3257395858051	-193.62573958580506	-220.319963392952	-194.51996339295187	-98.4288437205328	-88.42884372053277	-98.43305837281501	-88.43305837281498	0	0	2.68
-221.31002763237677	-194.51002763237673	-221.3043357325693	-195.40433573256917	-98.43719547923781	-88.43719547923779	-98.44134746028136	-88.44134746028134	0	0	2.69
-222.2943992023442	-195.39439920234418	-222.28879034215763	-196.28879034215748	-98.44542304825713	-88.4454230482571	-98.44951332405162	-88.4495133240516	0	0	2.7
-223.27885305372104	-196.278853053721	-223.27332599905034	-197.1733259990502	-98.45352834181001	-88.45352834180999	-98.4575578624557	-88.45755786245567	0	0	2.71
-224.2633879636645	-197.1633879636645	-224.25794149940674	-198.0579414994066	-98.46151324262891	-88.46151324262888	-98.46548294262725	-88.46548294262722	0	0	2.72
-225.24800272816069	-198.04800272816067	-225.2426356579029	-198.94263565790277	-98.46937960253524	-88.46937960253521	-98.47329040107344	-88.47329040107341	0	0	2.73
-226.23269616171524	-198.93269616171523	-226.22740730742822	-199.8274073074281	-98.47712924300326	-88.47712924300323	-98.48098204423283	-88.4809820442328	0	0	2.74
-227.21746709705	-199.81746709704998	-227.21225529878757	-200.71225529878743	-98.48476395571201	-88.48476395571198	-98.48855964902128	-88.48855964902125	0	0	2.75
-228.2023143848049	-200.70231438480488	-228.19717850040865	-201.59717850040852	-98.49228550308543	-88.4922855030854	-98.49602496336652	-88.4960249633665	0	0	2.7600000000000002
-229.18723689324554	-201.5872368932455	-229.18217579805489	-202.48217579805475	-98.49969561882133	-88.4996956188213	-98.5033797067315	-88.50337970673147	0	0	2.77
-230.17223350797573	-202.4722335079757	-230.1672460945433	-203.36724609454313	-98.50699600840932	-88.50699600840929	-98.51062557062673	-88.5106255706267	0	0	2.7800000000000002
-231.15730313165554	-203.35730313165547	-231.15238830946743	-204.25238830946728	-98.5141883496377	-88.51418834963768	-98.51776421911225	-88.51776421911222	0	0	2.79
-232.14244468372414	-204.24244468372407	-232.13760137892552	-205.13760137892538	-98.52127429309043	-88.5212742930904	-98.524797289289	-88.52479728928897	0	0	2.8000000000000003
-233.12765710012783	-205.12765710012778	-233.1228842552532	-206.02288425525308	-98.52825546263315	-88.52825546263313	-98.53172639178007	-88.53172639178004	0	0	2.81
-234.11293933305282	-206.01293933305277	-234.10823590676114	-206.908235906761	-98.53513345588973	-88.5351334558897	-98.53855311120225	-88.53855311120222	0	0	2.82
-235.0982903506627	-206.89829035066265	-235.09365531747727	-207.79365531747712	-98.54190984470888	-88.54190984470885	-98.54527900662774	-88.54527900662771	0	0	2.83
-236.08370913684075	-207.7837091368407	-236.0791414868937	-208.67914148689354	-98.54858617562107	-88.54858617562104	-98.55190561203658	-88.55190561203655	0	0	2.84
-237.06919469093674	-208.6691946909367	-237.06469342971798	-209.56469342971783	-98.5551639702865	-88.55516397028647	-98.55843443675985	-88.55843443675982	0	0	2.85
-238.05474602751818	-209.55474602751815	-238.05031017562888	-210.45031017562874	-98.56164472593368	-88.56164472593365	-98.56486696591388	-88.56486696591385	0	0	2.86
-239.04036217612597	-210.44036217612592	-239.03599076903626	-211.33599076903613	-98.56802991578932	-88.5680299157893	-98.57120466082576	-88.57120466082573	0	0	2.87
